iter	Logloss
464	0.1760279735
465	0.1756936113
466	0.1753922105
467	0.1750894388
468	0.1747769912
469	0.1745131413
470	0.1741651297
471	0.1738919417
472	0.1735853553
473	0.1732061903
474	0.172973752
475	0.1726857225
476	0.1724675099
477	0.172249496
478	0.1718411446
479	0.1716458797
480	0.1713265379
481	0.1710686485
482	0.1708089312
483	0.1704160372
484	0.170307378
485	0.1698635022
486	0.1696943442
487	0.1693845193
488	0.1690874497
489	0.1687693596
490	0.1686703364
491	0.1684494019
492	0.168235143
493	0.1678594748
494	0.1675421198
495	0.1673614581
496	0.167005221
497	0.1666986545
498	0.1665316323
499	0.1663435499
500	0.1661437949
501	0.1657397449
502	0.1654654543
503	0.1651956638
504	0.1649815738
505	0.1645997663
506	0.164429148
507	0.1642592649
508	0.1638928155
509	0.1636182765
510	0.1633397341
511	0.1630609035
512	0.1626645823
513	0.1623634597
514	0.161948661
515	0.1616123716
516	0.1613663038
517	0.1610154112
518	0.1607031822
519	0.1604050001
520	0.1600869894
521	0.1598521471
522	0.1597127318
523	0.1594732006
524	0.1592295965
525	0.1590500772
526	0.1587009629
527	0.1585386197
528	0.1583417356
529	0.1581541896
530	0.1580198507
531	0.1578596036
532	0.1574258109
533	0.1571443478
534	0.1568046014
535	0.1565085848
536	0.156205674
537	0.1558667421
538	0.1556668878
539	0.1553037365
540	0.1550035775
541	0.1547252735
542	0.154357175
543	0.1541985472
544	0.1539669633
545	0.1536637445
546	0.1533745031
547	0.1531372666
548	0.1528277397
549	0.1525405645
550	0.1522861421
551	0.1520780921
552	0.1517940859
553	0.1514483889
554	0.1511825522
555	0.150969406
556	0.1507778366
557	0.1505821149
558	0.1502954364
559	0.1501118739
560	0.14981396
561	0.1495235761
562	0.1493229667
563	0.1490560869
564	0.148813804
565	0.1486728986
566	0.1485032837
567	0.1482967436
568	0.148056825
569	0.1478279432
570	0.1475936671
571	0.1472092072
572	0.1470159491
573	0.1468487183
574	0.1465287209
575	0.1463494202
576	0.1460616489
577	0.1458770931
578	0.1456540227
579	0.1455201209
580	0.1453416348
581	0.145166556
582	0.1448279023
583	0.1446709732
584	0.1445167363
585	0.1443159481
586	0.1441609263
587	0.1439451377
588	0.143613716
589	0.1434861024
590	0.1432048877
591	0.1430705289
592	0.1428421835
593	0.1426422199
594	0.1424780289
595	0.1422095696
596	0.1420348386
597	0.1418185234
598	0.1415597399
599	0.1413080692
600	0.1411719918
601	0.1410151521
602	0.1408016781
603	0.1406272054
604	0.1404150923
605	0.140169402
606	0.1399704615
607	0.1396890879
608	0.1395667394
609	0.1393433412
610	0.1392046611
611	0.1389894684
612	0.1387280921
613	0.1385145187
614	0.1383492748
615	0.1381651461
616	0.1380593181
617	0.1378857394
618	0.1376460195
619	0.1373964151
620	0.1372904579
621	0.137157927
622	0.1368881663
623	0.1367233694
624	0.1365969181
625	0.1363488038
626	0.1361123423
627	0.13591669
628	0.1356866161
629	0.1355066697
630	0.1352746685
631	0.1351080934
632	0.1350143353
633	0.1348357995
634	0.134696424
635	0.1344595551
636	0.1342916687
637	0.1341581345
638	0.1340451837
639	0.1337818702
640	0.1335848769
641	0.1333759725
642	0.1332202554
643	0.1331253846
644	0.1329901417
645	0.1327938835
646	0.1324573159
647	0.132121563
648	0.1318804622
649	0.1317328413
650	0.1314882636
651	0.1313009461
652	0.1311336954
653	0.1309048931
654	0.1307884951
655	0.1305836638
656	0.1303357681
657	0.1301719944
658	0.1299528281
659	0.1297426422
660	0.129472057
661	0.1292140285
662	0.1290253202
663	0.1288396319
664	0.1287163695
665	0.1285328865
666	0.1283455292
667	0.1280368567
668	0.1278612713
669	0.1277046502
670	0.1275109847
671	0.1273269455
672	0.1270770828
673	0.1269122362
674	0.126793166
675	0.1266211271
676	0.1263679465
677	0.1262619197
678	0.1259827316
679	0.1258464058
680	0.1256645322
681	0.1254819433
682	0.1253472368
683	0.1251450181
684	0.1249734759
685	0.1248424053
686	0.1245981654
687	0.1243792971
688	0.1242759724
689	0.1241145829
690	0.1239942809
691	0.123778522
692	0.1235539516
693	0.1233694156
694	0.1231427193
695	0.1229533454
696	0.1227890253
697	0.1225586434
698	0.1222375631
699	0.1220716735
700	0.1218536297
701	0.1216624777
702	0.1213730772
703	0.1212147276
704	0.1210835179
705	0.1209069391
706	0.120839109
707	0.1206554572
708	0.1203556657
709	0.1202780505
710	0.120065401
711	0.119931221
712	0.1197955708
713	0.1197108229
714	0.1195263068
715	0.1192933917
716	0.1191801031
717	0.1189842621
718	0.1188206673
719	0.1186948419
720	0.11858506
721	0.118456463
722	0.1182550192
723	0.1180420915
724	0.1177941362
725	0.1176950733
726	0.1175480386
727	0.1173678239
728	0.1171774069
729	0.116895318
730	0.1167762578
731	0.1165716648
732	0.1164550483
733	0.1163897912
734	0.1161793669
735	0.1159877082
736	0.1158443491
737	0.1156509022
738	0.1154441635
739	0.1152979334
740	0.1151118279
741	0.1148850123
742	0.1147541801
743	0.1145408551
744	0.1143739522
745	0.1142099897
746	0.1139948765
747	0.1137684385
748	0.1136247913
749	0.11343352
750	0.1133028666
751	0.1130877634
752	0.1129839023
753	0.1127548913
754	0.112611413
755	0.1123979489
756	0.1122440696
757	0.112177968
758	0.1120449305
759	0.1118823886
760	0.1117763122
761	0.111632665
762	0.1114380062
763	0.1112281879
764	0.1110821168
765	0.1109504104
766	0.1108689408
767	0.1108098229
768	0.1106052101
769	0.1104750832
770	0.1103036404
771	0.1101962129
772	0.1100561221
773	0.109880209
774	0.109717985
775	0.1095391512
776	0.1093663772
777	0.1092074116
778	0.109191676
779	0.1089166601
780	0.1088630557
781	0.108687222
782	0.1086110473
783	0.1084650656
784	0.108326743
785	0.1081655423
786	0.1079689066
787	0.1078553001
788	0.1077202161
789	0.107475996
790	0.107288758
791	0.1071287096
792	0.1070271532
793	0.1068759561
794	0.1067449053
795	0.1066461504
796	0.1065528492
797	0.1064512332
798	0.1063718001
799	0.1062383751
800	0.1062014401
801	0.1059985161
802	0.1057794889
803	0.105679661
804	0.1056043506
805	0.1054407756
806	0.1053122083
807	0.1051585674
808	0.1050370534
809	0.1049321294
810	0.1047854026
811	0.1046433051
812	0.1044953664
813	0.1043744882
814	0.1042268574
815	0.1040481528
816	0.1039014757
817	0.1037496825
818	0.1035790344
819	0.1033829649
820	0.1031711499
821	0.1030203799
822	0.1028771301
823	0.1027501623
824	0.102586478
825	0.1024653614
826	0.102319926
827	0.1022101045
828	0.1020611227
829	0.1018784444
830	0.1016908189
831	0.1015704274
832	0.1014591853
833	0.101314654
834	0.1011449297
835	0.1010292768
836	0.100838393
837	0.1007152796
838	0.1006085674
839	0.1005172133
840	0.1003572742
841	0.1001743873
842	0.1000431975
843	0.1000013649
844	0.0998964111
845	0.09971876939
846	0.09959451358
847	0.09944532315
848	0.09934541583
849	0.09920113285
850	0.0990139246
851	0.09882964691
852	0.09869412581
853	0.09859397014
854	0.09846684337
855	0.09835360448
856	0.09817355871
857	0.0980724891
858	0.0979501307
859	0.09781342745
860	0.09771776199
861	0.09760947029
862	0.09747903546
863	0.09733907382
864	0.09721439083
865	0.0971108675
866	0.09698412816
867	0.0968434612
868	0.09671429793
869	0.09658884009
870	0.09644284844
871	0.09633655349
872	0.09618462125
873	0.09600203236
874	0.09588164091
875	0.09571699301
876	0.09558500846
877	0.09545741479
878	0.09534234802
879	0.09521453579
880	0.09512434403
881	0.09499696891
882	0.09480023384
883	0.09464144707
884	0.09452973803
885	0.09442601601
886	0.09433285395
887	0.09422874451
888	0.09409288565
889	0.09400929014
890	0.09385206302
891	0.09372065465
892	0.09361077348
893	0.09343826771
894	0.09327588479
895	0.09316602349
896	0.09302542607
897	0.09289875627
898	0.0927580297
899	0.09266958634
900	0.09251948198
901	0.09240015348
902	0.09233439962
903	0.09222536286
904	0.09207224846
905	0.09198241433
906	0.09192400177
907	0.09180231889
908	0.09169187148
909	0.09152297179
910	0.09136757255
911	0.09131362041
912	0.09122453133
913	0.09107516209
914	0.09094274044
915	0.09082879623
916	0.09074490269
917	0.09062132239
918	0.09059002002
919	0.09047330419
920	0.09032307069
921	0.09021013975
922	0.09015776714
923	0.09007298946
924	0.08995348215
925	0.08980846405
926	0.08971944451
927	0.08956898252
928	0.08947978417
929	0.08932609359
930	0.08918678761
931	0.0890810589
932	0.08897727728
933	0.08886299531
934	0.08871606986
935	0.08864264687
936	0.08851681153
937	0.0884188811
938	0.08828137318
939	0.08817754189
940	0.08807705839
941	0.08797878027
942	0.08794170618
943	0.08782193065
944	0.0877652963
945	0.08766678969
946	0.08755819003
947	0.08741451303
948	0.08731615543
949	0.08717403809
950	0.08704702059
951	0.08697317044
952	0.08683925867
953	0.08672067523
954	0.08657268683
955	0.08649048209
956	0.08637746175
957	0.08626747131
958	0.08612501621
959	0.08598947525
960	0.08584594727
961	0.085710754
962	0.08557521303
963	0.0854323705
964	0.0852697591
965	0.0851418376
966	0.08500362436
967	0.08489725987
968	0.08485809962
969	0.08474918207
970	0.08467344443
971	0.08456291755
972	0.08437735836
973	0.08427676558
974	0.08412956198
975	0.08399214347
976	0.08390782277
977	0.0838915507
978	0.08378362656
979	0.08369748791
980	0.08358365297
981	0.08344096939
982	0.08337569237
983	0.08328658839
984	0.083203728
985	0.08307129641
986	0.0830099384
987	0.08288806677
988	0.08281443516
989	0.08277940253
990	0.08266922832
991	0.08251642187
992	0.08243428667
993	0.08234796921
994	0.08224995931
995	0.08213213086
996	0.08200385173
997	0.08185801407
998	0.0817356209
999	0.08163073659
